"ObjectID","ObjectOld","GlobalID","LIZARDNUMBER","HESU.old","Site","DATE","Observer","DetectionType","ShelterAspect","Notes","CreationDate","Creator","EditDate","Editor","EASTING","NORTHING","x","y","Notes2"
1288,1288,"61d077a5-3b6d-491c-a55a-dd3c54d21cf7","hesuca3","hesucal3","Calico",2019-06-20 15:23:00,"jvanas","visual",204,"Utm 
0641329
4002695
Into newly dug tortoise den ","6/20/19 23:20","NDOWherps","6/20/19 23:20","NDOWherps",641329,4002695,NA,NA,""
1309,1309,"1eb75fc0-dc45-44fc-a8f1-c534d8ebf13b","hesuca3","hesucal3","Calico",2019-06-24 15:41:00,"jvanas","visual",NA,"Utm 
0641411
4002659
Ash Creek ","6/24/19 20:11","NDOWherps","6/24/19 20:11","NDOWherps",641411,4002659,NA,NA,""
1333,1333,"018befe2-b673-44c1-8d90-288f98874fbb","hesuca3","hesucal3","Calico",2019-06-30 13:58:00,"jvanas","radio",127,"Utm 
0641287
4002758","6/30/19 16:23","NDOWherps","6/30/19 16:23","NDOWherps",641287,4002758,NA,NA,""
1352,1352,"648bcec5-689a-460a-8af5-5a075c368ac8","hesuca3","hesucal3","Calico",2019-07-09 13:01:00,"jvanas","radio",118,"Utm 
0641282
4002755","7/9/19 22:32","NDOWherps","7/9/19 22:32","NDOWherps",641282,4002755,NA,NA,""
1373,1373,"184340e6-472d-4ee7-92c8-626f7b183beb","hesuca3","hesucal3","Calico",2019-07-26 14:29:00,"jvanas","radio",NA,"Utm 
0640990
4002937
 



 


","7/26/19 22:16","NDOWherps","7/26/19 22:16","NDOWherps",640990,4002937,NA,NA,""
1390,NA,"79c52a89-77da-4438-bd76-8dd93c8a10e3","hesuca3","hesucal3","Calico",2019-08-12 16:01:00,"jvanas","radio",NA,"Utm 
0640992
4002831","8/12/19 17:42","NDOWherps","8/12/19 17:42","NDOWherps",640992,4002831,NA,NA,""
1407,NA,"dd8a4710-e748-4512-890b-f1c847e175da","hesuca3","hesucal3","Calico",2019-09-10 16:14:00,"jjones","radio",184,"In solid rock shelter, inside crack of a dihedral; UTMs 0640979, 4003005","9/10/19 22:14","jljones76","9/10/19 22:14","jljones76",640979,4003005,NA,NA,""
1423,NA,"fd1cca75-e3de-47f0-ab25-0287257b7291","hesuca3","hesucal3","Calico",2019-09-19 18:31:00,"other","radio",306,"UTM: 0640985, 4002989 (9m accuracy, better than lat longs)","9/19/19 19:42","NDOWherps","9/19/19 19:42","NDOWherps",640985,4002989,NA,NA,""
1435,NA,"58f115b3-f34d-426a-b55a-4a6b993a63c6","hesuca3","hesucal3","Calico",2019-09-24 18:28:00,"other","radio",215,"Same shelter as last time. Refer to UTM from last entry, it is much more accurate and I did not have access to a GPS unit this time.","9/24/19 22:11","NDOWherps","9/24/19 22:11","NDOWherps",640985,4002989,NA,NA,""
1449,NA,"3c3c45b1-dffe-4af6-9c7e-0bbd627e9fe4","hesuca3","hesucal3","Calico",2019-09-30 18:57:00,"other","radio",235,"Same location as last time. UTM is more accurate.
UTM: 0640985, 4002989","10/3/19 15:48","NDOWherps","10/3/19 15:48","NDOWherps",640985,4002989,NA,NA,""
1474,NA,"54087851-bed7-4e7b-9e13-8b37d9cbcefe","hesuca3","hesucal3","Calico",2019-10-09 16:21:00,"jvanas","radio",208,"Utm 
0641097
4002849","10/9/19 18:59","NDOWherps","10/9/19 18:59","NDOWherps",641097,4002849,NA,NA,""
